vertex1,vertex2,algorithm,time_ns,relaxed_edges,distance
282249643,3060707281,BD,1052792,187,-1.0
401288229,3575174894,D,91041208,343312,7655.0
401288229,3575174894,BD,1732834,486,-1.0
653945614,252127996,D,300283541,1174775,19514.0
653945614,252127996,BD,1744750,478,-1.0
1215232033,2332905600,D,267662333,909408,9473.0
1215232033,2332905600,BD,1338125,312,-1.0
1624098746,1071187338,D,26524958,73279,2444.0
1624098746,1071187338,BD,810417,107,-1.0
3431396238,1618989142,D,59645291,201762,2768.0
3431396238,1618989142,BD,1106500,209,-1.0
1722795189,2332905642,D,13884125,26929,1179.0
1722795189,2332905642,BD,2058834,635,-1.0
1298917143,2918514687,D,286347125,1116741,21548.0
1298917143,2918514687,BD,785708,76,-1.0
1179646579,281411797,D,84766542,281577,5256.0
1179646579,281411797,BD,1007375,215,-1.0
3770730380,30362667,D,300686666,1142967,20851.0
3770730380,30362667,BD,896792,116,-1.0
5312677630,253265635,D,173092667,634268,13881.0
5312677630,253265635,BD,624208,50,-1.0
1902130935,1105172950,D,253287667,966135,17170.0
1902130935,1105172950,BD,1007959,151,-1.0
271750682,190717168,D,188957542,718262,9672.0
271750682,190717168,BD,915541,129,-1.0
84460314,1164867530,D,294608333,1131261,19802.0
84460314,1164867530,BD,2442083,887,-1.0
882222774,30562204,D,294680959,1033393,15378.0
882222774,30562204,BD,1324167,312,-1.0
444921085,1137710983,D,9137416,17983,1442.0
444921085,1137710983,BD,2013458,585,-1.0
367041624,3855245465,D,190836667,729418,12617.0
367041624,3855245465,BD,2427083,909,-1.0
321584994,1096075369,D,252764541,888652,16824.0
321584994,1096075369,BD,1534459,413,-1.0
3679368398,1195412536,D,243405000,883155,17072.0
3679368398,1195412536,BD,872541,105,-1.0
2224879751,523191467,D,163242042,601947,8603.0
2224879751,523191467,BD,1819291,507,-1.0
321642125,490369806,D,83755209,293244,7462.0
321642125,490369806,BD,1297917,284,-1.0
1568223342,311607329,D,204645166,697699,8938.0
1568223342,311607329,BD,771416,88,-1.0
35502372,1571928226,D,276921292,944172,18822.0
35502372,1571928226,BD,588583,41,-1.0
2298023410,2481018499,D,168525833,654660,9667.0
2298023410,2481018499,BD,666708,65,-1.0
872697586,279387020,D,281638834,1136226,20731.0
872697586,279387020,BD,1138042,230,-1.0
1148776913,303794342,D,146099666,522252,10174.0
1148776913,303794342,BD,2476917,949,-1.0
1483749243,344580036,D,42865708,134314,3434.0
1483749243,344580036,BD,1355917,299,-1.0
201409948,1841938018,D,299607333,1114156,15878.0
201409948,1841938018,BD,1524250,399,-1.0
5126066620,3051999507,D,80466334,276162,6454.0
5126066620,3051999507,BD,890958,111,-1.0
